,title,year,duration,genres,rating,synopsis,directors,stars
206,Fox Hunting,2020.0,101,"
Action            ",3.4,"
The daughter of the chairman of a oversea Chinese company is kidnapped by terrorists. The head of security team feels guilty and tries his best to the girl under the help of local police.",Shu-Pei Sun,"Shengyi Huang,Jia Xu,Eric Tsang,Lindsay"
207,The Island of Giant Insects,2020.0,80,"
Animation, Adventure, Horror            ",4.1,"
Students from Hosho Academy High School were aboard a plane when it crash lands under mysterious circumstances. The heroine, Oribe Mutsumi and her classmates wash ashore on an island. The ...                ","Takeo Takahashi,Naoyuki Tatsuwa","Mao Ichimichi,Rika Tachibana,Momo Asakura,Misato Fukuen"
208,Electrician,2020.0,85,"
Drama            ",6.6,"
Lonely electrician Mark wants to re-connect with his lost family unit, but he knows to achieve this it means re-opening doors to his past he has tried hard to get away from. The key to ...                ",Steve Conway,"Rory Farrelly,Peter Clarke,Ian Taylor,Edward Savastano"
209,Mayday,2020.0,114,"
Comedy, Romance            ",5.3,"
Janek, who has two wives, skillfully maneuvers between them. The risk that one of his loved ones will learn about a double relationship increases dramatically and every lie will have colossal effects.",Sam Akina,"Piotr Adamczyk,Diana Baczkowska,Alicja Baran,Mariusz Bindula"
210,The Garden,2020.0,112,"
Comedy, Drama            ",6.5,"
Indiana lives in a council estate and makes her living preying on the welfare system. In her small private garden she tends to her award winning tree. When her only son turns up with a foreign girlfriend - Indiana's world is upended.",Ragnar Bragason,"Sigrún Edda Björnsdóttir,Eyþór Gunnlaugsson,Karolina Gruszka,Halldóra Geirharðsdóttir"
211,Orpheus,2020.0,116,"
Drama            ",5.6,"
The film bringing us into last days of the summer 2019th, when, young filmmaker Vadim, returned to his hometown, to meet his first love Anya and to say last words to her, and spend and ...                ",Vadim Kostrov,"Vanya Bannikov,Sasha Berger,Viktor Firsov,Gosha Gordienko"
212,The League of 5,2020.0,89,"
Animation, Action, Comedy            ",6.3,"
When his sister is kidnapped, Chema must recruit the starstruck, once-famous Mexican superheroes and form the ""League of 5"", and put a stop to the plans of a mastermind with pyrotechnic control.",Marvick Núñez,"Vale Barberi,Regina Blandón,Daniel Del Roble,César Filio"
213,Modelar,2020.0,105,"
Crime, Drama, Thriller            ",6.1,"
Droneman is about Chemist and Fly Navigator Pavel and his friend Bussinessman and free time Rapper Plech. Pavel has strong sense of justice and wishes to fix wrongs with the World while ...                ",Petr Zelenka,"Krystof Hádek,Jirí Mádl,Veronika Khek Kubarová,Richard Stanke"
214,Contar el amor,2020.0,90,"
Drama            ",,"
        ",Raúl Fuentes,"Michele Abascal,Luna Balvanera,Michelle Betancourt,Ingrid Bravo"
215,The Final Phase,2020.0,79,"
Sci-Fi            ",2.2,"
Laura Pereira begins a desperate search to find her father who disappeared. While trying to find answers, something is following her. The disappearance of her father and the strange events,...                ",Gabriel Díaz,"Gabriel Díaz,Maximiliano Zurraco,Claudio Santorelli,Alex Acosta"
216,419,2020.0,111,"
Drama, Romance, Thriller            ",,"
The motion picture « 419 » deliberately develop a story between two characters world apart, from two different nations. Mino, A white musician from the suburbs of a french city, Paris, and ...                ",Eric Bartonio,"Arben Bajraktaraj,Amir Barhoumi,Adel Bencherif,Richard Bohringer"
217,The Greatest Gift Ever Given,2020.0,70,"
Drama            ",4.3,"
After Paul Hanson agrees to a last minute business meeting on Christmas Eave, He finds himself constantly overcoming repeated obstacles while trying to make it home in time for the big Christmas Extravaganza.",Scott Hester,"Heather Bash,Bill Capskas,Kristine Fambrough,Rich Henrich"
218,Troubles,2020.0,128,"
Thriller            ",6.1,"
Always the same violent, unbearable nightmare. Marion's been living in the USA for a few weeks but her nights are agitated. One day she meets Emma, a French underground girl who suggests a strange kind of therapy..",Robin Entreinger,"Désirée Deboës,Chloé Imbroglio,Luna Labelle,Claire Suchet"
219,The Honeymoon Suite,2020.0,92,"
Comedy, Drama            ",3.8,"
A man who tries to have a love weekend with his younger affair finds himself trapped by a series of increasing messes.",Carlos Iglesias,"Carlos Iglesias,Ana Arias,Ana Fernández,Eloísa Vargas"
220,Kalamandalam Hyderali,2020.0,118,"
Drama            ",8.0,"
        ",Kiran G. Nath,"Ashokan,Jayan Cherthala,Jayaprakash Kuloor,Paris Laxmi"
221,2 Ekre,2020.0,125,"
Comedy            ",8.1,"
A situational comedy film, where two men named Sanjeeva are admitted to the same hospital on the same day, hence leading to confusion and chaos amongst the families of both the men.",Vismaya Vinayak,"Naveen D. Padil,Aravind Bolar,Pruthvee Ambaar,Nireeksha Shetty"
222,Intercessors,2020.0,56,"
Action, Drama            ",,"
Allegory meets reality, as three women fight to survive personal turmoil and spiritual assault.",Marlon 'MJ' Jones,"Nicole Ochoa,Teri Lee Johnston,Monica McSwain,Marcus LaVoi"
223,Rem,2020.0,73,"
Horror            ",4.7,"
        ",Berk Aygül,"Cemre Cansaatçi,Öykü Bozkurt,Galip Akin,Sebahat Adalar"
224,Aalkoottathil Oruvan,2020.0,110,"
Action, Drama, Thriller            ",,"
        ",Sainu Chavakkadan,"Hari Menon,Aiswarya Anil Kumar,Kichu Tellus,Bitto Davis"
225,Hydra: Resurgence,2020.0,55,"
Action            ",,"
        ",Zain Van Wyk,"Kelly Baskin,Ian Camilotes,Joshua Campbell,Jym DeNatale"
226,Un cercle en l'aigua,2020.0,131,"
Drama            ",,"
1593. Christopher Marlowe, the most talented and most successful playwright in England, is threatened with death. Only William Shakespeare can save his life - but he won't do it for nothing.",Vicent Monsonís,"Raúl Navarro,Jordi Ballester,Saoro Ferre,Juan Carlos Garés"
227,Let Them Have Their Way,2020.0,84,"
Comedy, Drama            ",8.5,"
Three couples search for connection and meaning in an angry, anxious, and polarized world. Uniquely combining a surreal narrative with hundreds of found footage clips, the film takes ...                ",Dien Vo,"Guy Gane,Adah Hagen,Amelia Wysocki,Doug Hendershott III"
228,"Run Wolf, Run",2020.0,85,"
Drama, Thriller            ",,"
A woman masks her weakening sanity as she fails to recall her actions during frequent blackouts",Carli Robertson,"Emma Jean Anderson,Maia Bence,Kylee Ealey Blackburn,Adreanna Boucher"
229,El Hatk,2020.0,91,"
Drama, Thriller            ",,"
        ",Mohamed El Bahrawy,"Abdullah Elmasry,Öznur Mohamed,Amr Mosad,Heba Othman"
230,Amor blanc,2020.0,70,"
Romance            ",,"
        ",Sandra Sàrrias,"Joan Cot Ros,Sandra Sàrrias,Marta Tortosa"
231,Sus scrofa,2020.0,97,,,"
        ",,
232,Exit,2020.0,80,"
Crime, Horror, Thriller            ",5.5,"
Events take a sinister turn one night in London, when two very different couples arrive at a double-booked apartment. Actions have consequences and not all debts are paid for with money. Leaving, it's harder than you think.",Michael Fausti,"Tony Denham,Michael Fausti,Charlotte Gould,Robert Alexander"
233,Live or Let Die,2020.0,96,"
Horror            ",3.2,"
Through an outbreak of a virus the human race has come near to extinction. Lone wolf Nick and reckless John wander through the destroyed land following a map, their last chance for hope to a safer sanctuary.",Manuel Urbaneck,"Jan Bohlenschmidt,Manuel Urbaneck,Steven Mooers,Alona Hertha"
234,Horse Camp: A Love Tail,2020.0,81,"
Family            ",4.9,"
It's a new year at summer horse-riding camp but everything is different this time-a new head counselor, new friends to make, and to spice things up, the ranch hand has a crush on the head ...                ",Joel Paul Reisig,"Richard Karn,Jason London,Kristin Mellian,Teri Lee"
235,Apart,2020.0,97,"
Drama, History, Romance            ",5.2,"
""The fireworks are awesome, but are you happy?"" College elites Maryanne and Yin were deeply in love, but they couldn't be together because of political pressure - ""Apart"" is a poem about ...                ",Chit-Man Chan,"Chit-Man Chan,Lit Man Chan,Moon-Yuen Cheung,Jocelyn Choi"
236,Bleicherode der Film,2020.0,91,"
Comedy            ",6.2,"
Lotti (Marion Mitterhammer) is 48 and is returning to her hometown of Bleicherode after ten years. Hardly having arrived Dock, she first has to justify the fact that she simply left her ...                ",Hans-Günther Bücking,"Marion Mitterhammer,Bruno Jonas,Thomas Rohmer,Joyce Schenke"
237,God of War Kuan Kuong,2020.0,87,"
Animation, History, War            ",,"
Set in the late Eastern Han Dynasty. Guan Yu, a loyal, brave and righteous general, rises in Yuncheng of Haizhou, and becomes a legendary hero.","Zhizhong Cai,Yihui Mu",
238,Seth and Tia,2020.0,90,"
Action, Comedy, Crime            ",7.4,"
Two patients, Seth and Tia develop a friendship during their stay in a mental institution. They decide to make a plan to break out, but they can't do it alone,so they ally with an enemy ...                ",Steve Hasse,"Michael Adams,Jason Bass,Breanna Chapman,Deborah Chenault-Green"
239,Yáng guang xià de shào nián zhi wo de wú sè shì jiè,2020.0,96,"
Drama            ",,"
Living in the beautiful steppes of Inner Mongolia, a boy suffering from achramotopsia (complete color blindness) accidentally breaks the glasses of his nearsighted sister. Afraid to tell ...                ",Yuexian Yu,"Heizi,Yuexian Yu,Haoyao Zhang"
240,The Teacher + Margherita,2020.0,85,"
Comedy            ",,"
Film making in South Italy with local actor. The Movie is a tribute to italian director Vittorio De Sica",Giovanni Petrizzo,
241,Tottenham Hotspur vs Liverpool,2020.0,97,"
Action            ",,"
        ",,
242,Lost in Russia,2020.0,126,"
Adventure, Comedy, Drama            ",5.7,"
As Ivan plans to go to America for work purposes, his plans are foiled when he decides to follow his mother on a train to Moscow.",Zheng Xu,"Zheng Xu,Meiying Huang,Quan Yuan,Bing Jia"
243,Detection of Di Renjie,2020.0,90,"
Action, Drama, Thriller            ",4.9,"
In Empress Wu's reign, there are several bizarre deaths in the capital city of Chang'an. The rumors of the Martyrs Shrine's ""Flying Goddess Mural"" murder case are getting worse. Di Renjie ...                ",Francis Nam,"Yiheng Du,Yang Shu,Zhuo Wen"
244,The Truth Will Out,2020.0,89,"
Horror            ",4.0,"
A documentary crew interviews a woman and her two daughters, who they suspect are witches.","Jessica Hunt,Sam Mason-Bell","Jackson Batchelor,Kayla Charlton,Kevin Cordell,Jessica Hunt"
245,Ducobu 3.0,2020.0,94,"
Comedy, Family            ",4.3,"
New back to school for Ducobu student. But this year, a major rival for Ducobu arrives at school: ""TGV"", the king of cheating. The two dunces will have to unite their creativity to win a song contest and save their school.",Elie Semoun,"Elie Semoun,Émilie Caen,Frédérique Bel,Loïc Legendre"
246,I Scream on the Beach!,2020.0,87,"
Horror            ",5.6,"
In the small seaside town of Mellow Coast, Emily (Hannah Paterson) is trying to discover what has happened to her father, but as she searches for answers her friends start getting picked off one-by-one by an unknown killer.","Alexander Churchyard,Michael Holiday","Hannah Paterson,Dani Thompson,Reis Daniel,Jamie Evans"
247,Richard II,2020.0,151,"
Drama            ",,"
Beset by problems at home and abroad, a capricious king is forced to relinquish his 'hollow crown'. As his supporters abandon him and his power trickles away, Richard reflects on the disintegration of his status and identity.",Lynette Linton,"Nicholle Cherrie,Doña Croll,Ayesha Dharker,Lourdes Faberes"
248,The Devil's Familiar,2020.0,60,"
Horror            ",3.1,"
'The Devil's Familiar'",Kieran Edwards,"David Clarke,Uriel Davies,Kieran Edwards,Christopher Gadd"
249,Les fourberies de Scapin,2020.0,120,,7.4,"
Two youths have secretly married ladies but not the ones their fathers who are away on trips had selected.A mischievous valet plays tricks to see that the lovers can stay together.",Dominique Thiel,"Pauline Clément,Adeline D'Hermy,Gilles David,Julien Frison"
250,Hong Boxing,2020.0,105,"
Action            ",5.4,"
Set in the late Qing Dynasty, this movie depicts the story of the Hong boxer Lin Shirong, a butcher trained by the legendary martial artist Wong Fei Hung. Rong is a man of unquestionable ...                ",Li Lian Jun,"Wei Dang,Meng Fei,Zhonghua Li,Guandong Lu"
251,Lupeo,2020.0,70,"
History            ",9.4,"
LUPEO is based on true events of January 12, 2010, the memorial of the tragic earthquake in Haiti.",Pete Alcide,"Steeve Ruben Auguste,Marjolie Barboza,Kaneshia Brown,Olguens Chery"
252,The Life of Grace,2020.0,91,"
Drama, Horror            ",6.0,"
Deciding that her chances are better on the streets, Grace journeys out into the unknown travelling down a long, hard road, discovering the good and the bad of human nature along the way.",Jenifer Harvey,"Lee Behymer,Janna Garland,Breanna Harvey,Erick Hatter"
253,El nuevo comienzo de Scrooge,2020.0,79,"
Comedy, Fantasy            ",5.0,"
        ",Juan José Videgain,"Juan José Videgain,Juan Burgaleta,Lázaro Cerezo,Silvia De Miguel"
254,History of the Occult,2020.0,82,"
Horror            ",6.4,"
It's '60 minutes to Midnight's' last broadcast, the most famous journalism show on TV. Tonight's is Adrian Marcato, who might expose a conspiracy that links the Government with an actual Coven.",Cristian Ponce,"Germán Baudino,Nadia Lozano,Héctor Ostrofsky,Agustín Recondo"
255,Sunburn,2020.0,85,"
Mystery, Thriller            ",4.6,"
During the hot, sweltering summer, Mike, a young American tourist goes looking for his missing friend in an isolated Spanish village. Here, he gets embroiled with an alluring local woman ...                ",Anthony Alleyne,"Ryan Tonkin,Helena Antonio,Ania Marson,Javier Rasero"
256,Emerson Heights,2020.0,96,"
Drama, Romance            ",5.4,"
Emerson Heights is a story of love that seeks to answer the age-old question - can you follow your passion, and still follow your heart? When Cody McClain (Austin James), an aspiring actor ...                ",Jennifer Hook,"Austin James,Gatlin Kate James,Danielle Hoetmer,Kingston Foster"
257,24 Little Hours,2020.0,84,"
Action, Crime, Drama            ",3.4,"
A vengeful ex-con goes on a 24 hour killing spree, never saying a word. The discredited detective investigating the case is convinced there is more to it than the evidence suggests.",Paul Knight,"Kris Johnson,Fiona Skinner,Danny Midwinter,Marc Bannerman"
258,The Haunting,2020.0,70,"
Horror            ",7.3,"
A young family moves into a new house, unaware of the property's dark past. Things unexplained start happening, till they unleash an evil force that determines their ultimate fate.",Lee Jones,"Alanna Breault,Rose Bryant,Jeremiah Court,Anna Marie Culp"
259,NS404: Provenance,2020.0,90,"
Drama            ",4.9,"
A mysterious chain of world events, cube-shaped objects and a group of silent ""agents"" begin to converge with devastating implications on a global scale. These mysteries have roots in ...                ",Lexi Balestrieri,"Lisa Marie Kart,Austin Janowsky,Lexi Balestrieri,David E. McMahon"
260,It's a Cop Thing,2020.0,86,"
Action, Comedy            ",,"
Together, two detectives must stop three of the BIGGEST drug lords, from committing further corruption on the city of Cheboygan MI. A slapstick action comedy in the tradition of Airplane!, Hot Shots Part Duex and The Naked Gun.",Matt Kwiatkowski,"Matt Kwiatkowski,Mike Root,Danielle LeBlanc,Kacie Cook"
261,The Bloody Indulgent Regurgitated,2020.0,76,"
Comedy, Horror, Musical            ",,"
        ","Julie Bolene,Shannon Hart Cleary,Max Faugno,Sharon Ferguson",
262,Point 453,2020.0,50,"
Drama            ",7.0,"
Point 453"" is a coming-of-age drama that chronicles the growth of an untreated bipolar boy as he struggles to fit into a family that rejects him.",Ethan Paisley,"Caelan Scrivener,Miranda Lenore,Sofia Guglielmelli,Rheagan Rizio"
263,The Glory of Tennis,2020.0,61,"
Sport            ",,"
4 players all meet up and decided to join as a group to play tennis match.",,
264,2050,2020.0,106,"
Drama, Fantasy, Sci-Fi            ",3.8,"
A family man struggling to hold it all together discovers a hidden parlor that offers a solution...sexbots.",Princeton Holt,"David Vaughn,Irina Abraham,Devin Fuller,Dean Cain"
265,Una misión de locos,2020.0,95,"
Comedy            ",5.4,"
A psychiatric hospital patient pretends to be crazy. In charge of caring for this patient, a caregiver will begin to doubt the mental state of his ""protégé"".",Ludovic Colbeau-Justin,"Dany Boon,Philippe Katerine,Anne Serra,Samuel Jouy"
266,Angels Fallen,2020.0,86,"
Horror, Sci-Fi            ",2.8,"
After the tragic loss of his wife battling the forces of darkness, Gabriel is persuaded to rejoin his former team of demon hunters traveling from relatively obscurity in America to the deep...                ",Ali Zamani,"Nicola Posener,Houston Rhines,Michael Teh,Li Jing"
267,Psy 3: W imie zasad,2020.0,126,"
Action, Crime, Drama            ",6.2,"
Franz Maurer is released after 25 years in prison and finds a completely changed Poland.",Wladyslaw Pasikowski,"Boguslaw Linda,Marcin Dorocinski,Cezary Pazura,Jan Frycz"
268,La Palma,2020.0,88,"
Comedy, Drama, Romance            ",6.0,"
Sanne's and Markus' relationship is in crisis. They go on holiday together, but accidentally fly to the wrong island. There, in desperation, they break into an empty holiday home and embark...                ",Erec Brehmer,"Marleen Lohse,Daniel Sträßer,Dani Alvarez,Jesper Ankarfeldt"
269,The Howling,2020.0,102,"
Horror            ",1.9,"
        ",Romzy Stephenson,"Eddie Howards,Rebecca Demi Jenkins,Sasha Kim White,Ben Army Bennett"
270,Blood Widow,2020.0,94,"
Horror, Mystery, Thriller            ",3.7,"
A serial killer is terrorizing Arizona with the police in hot pursuit. What the police don't know is that a mysterious group are also pursuing the same killer to stop the killer from unleashing an evil like nothing before.",Brendan Guy Murphy,"James Craven,Dallas Thomas,Melissa Alejandra,Hector Ayala"
271,Manhunt,2020.0,71,"
Action, Thriller            ",3.4,"
A martial artist/ survivalist must play a game of cat-and-mouse with a maniacal sadistic Man by the name of Santos and survive against five killers in order to save his life as well as his girlfriends.",Franklin Correa,"David J. Paul,Rouge Rose,Dan Gregory,Franklin Correa"
272,Joseph,2020.0,116,"
Drama            ",6.7,"
A Jamaican doctor trained in Western medicine and in conflict with his family (all of whom are doctors) about his belief in the benefits of bush medicine, travels to Ghana to prove them wrong.",Marcia Weekes,"Kevoy Burton,Mawuli Gavor,Alison Hinds,Stogie Kenyatta"
273,Dream,2020.0,60,"
Music            ",,"
Austin Classical Guitar created dream, a film that combines interviews, music and footage from the dream - live concert series, with stunningly beautiful visuals created by Director Alonso ...                ",Alonso J. Lujan,"Aytahn Benavi,Angelica Campbell,Lennox Kolics,Justice Philips"
274,Paradies,2020.0,80,"
Drama, Fantasy            ",6.3,"
In a world, where death has become a private service company, three workers rebel against their own mortality.",Immanuel Esser,"Imke Büchel,Holger Daemgen,Jennifer Ewert,Leander Gerdes"
275,Secret Zoo,2020.0,118,"
Comedy            ",6.1,"
A lawyer is suckered into running a zoo that has sold most of its animals.",Jae-gon Son,"Jae-hong Ahn,Kang So-ra,Yeong-gyu Park,Kim Sung-oh"
276,How to Be a Good Wife,2020.0,109,"
Comedy, Drama            ",5.8,"
Paulette and her husband have been running a housekeeping school. After the sudden death of her husband, Paulette discovers that the school is on the verge of bankruptcy and has to take her responsibilities.",Martin Provost,"Juliette Binoche,Yolande Moreau,Noémie Lvovsky,Edouard Baer"
277,City on the River,2020.0,112,"
Drama, History            ",7.1,"
Follows the talented Ansis as he negotiates a national dictatorship in his pursuit of an art career.",Viesturs Kairiss,"Davis Suharevskis,Brigita Cmuntová,Agnese Budovska,Aidas Jurgaitis"
278,Pattas,2020.0,141,"
Action, Drama            ",5.6,"
Sakthi is a petty thief in a Chennai slum, who learns the Adimurai, the ancient and oldest form of martial arts. Meanwhile, an evil man and his son challenge Sakthi for a kickboxing tournament, and Sakthi agrees to participate in it.",R.S. Durai Senthilkumar,"Dhanush,Sneha,Mehreen Pirzada,Naveen Chandra"
279,Ballsy Girl,2020.0,95,"
Comedy            ",5.0,"
Nour wishes she could be more feminine and wants dudes to see her as a girl, not a cute brother. So when Sissi, a pole dance instructor, offers to teach her for free, Nour grabs the chance to try something new.",Katia Lewkowicz,"Melha Bedia,Valérie Lemercier,Alison Wheeler,Bastien Ughetto"
280,Mia,2020.0,91,"
Drama, Romance            ",6.4,"
Mia Salazar, a self-destructive, alcoholic doctor who joined the Doctor to the Barrios program to heal from the tragedy of her fiance's death meets the cheerful and nerdy forester Jay ...                ",Veronica Velasco,"Coleen Garcia,Billy Crawford,Edgar Allan Guzman,Alberto Antares"
281,Ride Hard: Live Free,2020.0,93,"
Action, Adventure, Drama            ",8.2,"
Ride Hard, Live Free Savagery reigns. The world has been thrown into an unrelenting dystopia of unchecked violence. Governments have dissolved. Survival has been reduced to a more primitive...                ",Tony Mendoza,"Emilio Rivera,R.A. Mihailoff,Lainee Rhodes,Tim Colceri"
282,Entha Manchivaadavuraa,2020.0,152,"
Action, Drama            ",5.3,"
Balu loses both of his parents in his childhood and he grows up as an orphan. Because of this, he starts an organization named ""All Is Well"" to supply emotions to the needy.",Satish Vegesna,"Nandamuri Kalyan Ram,Mehreen Pirzada,V.K. Naresh,Sarath Babu"
283,Dios mío ¡los niños han vuelto!,2020.0,83,"
Comedy            ",4.7,"
        ",Michèle Laroque,"Michèle Laroque,Stéphane De Groodt,Alice de Lencquesaing,Olivier Rosemberg"
284,Buoyancy,2020.0,114,"
Thriller            ",3.6,"
When an overly ambitious student gets invited for a submarine journey by an eccentric entrepreneur, she comes to realize that deep-down inside people are not who they pretend to be.",Roel Leijten,"Rebecca Finch,Michael Wagner,Eline Havenaar,Portia Booroff"
285,Hager,2020.0,78,"
Drama, Horror, Mystery            ",4.8,"
After his colleague Schweitzer goes missing during a drug raid, undercover cop Till Hager is tasked with tracking down a mysterious new drug called ""Abaddon"" - a substance which supposedly drags its users down the deepest depths of hell.",Kevin Kopacka,"Nura Habib Omer,Frederik von Lüttichau,Philipp Droste,Jenny Christina Conrads"
286,Silence Is Compliance,2020.0,47,"
Drama            ",,"
A Sexual assault survivor embarks on a mission to help other survivors use their voice to seek justice against their abuser.",Dominique McClellan,"Stylist B.,John Charles II,John Charles,Lemetria Dillon"
287,Death Follows,2020.0,88,"
Thriller            ",2.7,"
What if you have a stalker, but you don't know if he loves you or hates you: you don't know what he looks like because he can make himself look like anyone; you don't know when he's going to make his move, and what if he's already here.",Tony Manders,"Vicki Price,John Fisher,Helen Ackrill,Lloyd Sandall"
288,Cashing Out,2020.0,118,"
Crime, Drama            ",5.1,"
An aspiring poker player becomes mixed up in robbing helpless gamblers while following his passion for the game.",Alex Srednoselac,"Tyler Mills,Michaela Lichvanova,Tremont Turner,James Timothy Peters"
289,Farida,2020.0,70,"
Drama            ",,"
        ",Kseniya Logutina,"Maryam Ibrahimova,Abdukarim Nasirov,Dilya Ulasheva"
290,LOL & The Rise of Evil,2020.0,55,"
Adventure, Comedy, Horror            ",7.4,"
LOL is back! This time our characters are showing that extreme stand-up comedy and real interaction with real people has a place in the world! Based on true events. Follow good and evil during their journey.",Pieter van den Wats,"Walbert de Boer,Pieter van den Wats"
291,Tieteybit,2020.0,93,"
Comedy            ",,"
        ",Roman Dorofeev,
292,Correspondance Mélodrame,2020.0,64,"
Drama            ",,"
        ","Bruno Bouchard,Joseph Morder","Aurore Claverie,Robi Morder,Hela Morder-Fryszman,François Négret"
293,Chasing Jeffrey,2020.0,78,"
Drama            ",,"
Disobedient Jeffrey spins out of control as he journeys to find his absent father. Jeffrey's only hope depends on coming back to reality and discovering what really matters in life.",Jeff Lennan,"Caleb Lennan,Kyler Lennan,Tiffany Lennan,Joseph Roman"
294,The Heist of the Century,2020.0,114,"
Action, Biography, Comedy            ",7.1,"
In 2006, a group of thieves performed what is considered one of the most famous and smart bank heists in the history of Argentina when they rob the Banco Río branch in Acassuso.",Ariel Winograd,"Guillermo Francella,Diego Peretti,Luis Luque,Pablo Rago"
295,Waiting for Anya,2020.0,109,"
Drama, Thriller, War            ",6.0,"
During the harrows of WWII, Jo, a young shepherd along with the help of the widow Horcada, helps to smuggle Jewish children across the border from southern France into Spain.",Ben Cookson,"Noah Schnapp,Thomas Kretschmann,Frederick Schmidt,Tómas Lemarquis"
296,Malasaña 32,2020.0,104,"
Horror, Mystery            ",5.6,"
A family moving to a new house to live the dream of the big city. A house where dreams turn in nightmares.",Albert Pintó,"Begoña Vargas,Iván Marcos,Bea Segura,Sergio Castellanos"
297,Go Karts,2020.0,102,"
Family, Sport            ",5.9,"
A thrilling family film about a boy who must overcome tremendous odds and his own recklessness to achieve his dream of winning the National Go Kart Championship.",Owen Trevor,"William Lodder,Frances O'Connor,Anastasia Bampos,Darius Amarfio Jefferson"
298,Mama Weed,2020.0,104,"
Comedy, Crime, Drama            ",6.2,"
A translator working for the police gets involved in the other side of drug dealing.",Jean-Paul Salomé,"Isabelle Huppert,Yann Sundberg,Michaël Louchart,Raphaël Quenard"
299,She's in Portland,2020.0,101,"
Comedy, Drama            ",5.7,"
Hoping to reconnect with his college buddy, a 30-something businessman drags him along on a road trip.",Marc Carlini,"Tommy Dewey,Ricco Ross,Minka Kelly,Vishesh Chachra"
300,Natural Disasters,2020.0,105,"
Comedy, Drama            ",4.8,"
Three friends in their mid-20s struggle to navigate their professional and personal lives, colliding head on with the messy, hilarious and dreadful growing pangs of adulthood.",Dakota Gorman,"Joey Vahedi,Natalee Linez,Parvesh Cheena,Cate Cohen"
301,Big Brother,2020.0,165,"
Action, Drama, Thriller            ",3.5,"
Sachidanadan had to go to the juvenile home for committing an unintentional murder. After his release, the recent things that happened to his family, shock Sachidanandan and he has to fight against a powerful drug racket in the city.",Siddique,"Mohanlal,Honey Rose,Arbaaz Khan,Mirnaa"
302,Needle Park Baby,2020.0,98,"
Drama            ",7.1,"
Spring 1995 - after the closure of the Needle Park in Zurich, 11-Year- Old Mia and her heroin addicted mother Sandrine are relocated to the countryside.",Pierre Monnard,"Sarah Spale,Jerry Hoffmann,Luna Mwezi,Anouk Petri"
303,Kidnapped by a Classmate,2020.0,87,"
Thriller            ",4.4,"
Brooke is starting over in a new town with her mom and wealthy stepdad when she befriends a new guy she meets at school, which leads to her being abducted from her own home.",Ben Meyerson,"Andrea Bogart,Paige Searcy,Lucas Adams,Parker Thomas"
304,Viddana,2020.0,103,"
Drama, Fantasy, History            ",6.5,"
Welcome to the kitchen of the perfect maid Stefania Chornenko where she excels in cooking while intoxicating the marriage of her half-sister master Adelia Anger against the backdrop of 1900 small town on the outskirts of Austro-Hungary.",Khrystyna Syvolap,"Marianna Januszewicz,Alesya Romanova,Roman Lutskyi,Aleksandr Kobzar"
305,The (UN)perfect Guy,2020.0,92,"
Comedy, Romance, Sci-Fi            ",3.3,"
In a future in which human-like androids have become commonplace companions and servants, one, with a handsome male appearance, finds its owner's feelings difficult to understand and her desires impossible to fulfill.",Marius Vaysberg,"Yuliya Aleksandrova,Egor Bulatkin,Roman Kurtsyn,Maksim Lagashkin"
306,Some Adult Content,2020.0,82,"
Comedy            ",3.7,"
A darkly funny mockumentary about the making of a low-budget porn film.",Dan Hedley,"Beatrice Alexandra Allen,Lynn Austin,Dan Bottomley,Paul Browning"
307,Tout nous sourit,2020.0,101,"
Comedy            ",5.4,"
The members of an apparently happy couple, each with their respective lovers, have the same idea: spending the weekend at their holiday home. Finding each other there is only the beginning of an awkward and hilarious weekend.","Mélissa Drigeard,Ibrahim Hamdan","Elsa Zylberstein,Stéphane De Groodt,Guy Marchand,Anne Benoît"
308,Yancey McCord: The Killer That Arizona Forgot About,2020.0,97,"
Mystery            ",3.4,"
A documentary-style film interviews those close to a 7 person homicide of the Jenkins family in Arizona in 1961, and the murderous perpetrator who spent only 16 hours behind bars. No one knew what became of him -- until now.",Michael Jason Allen,"Chris Robinson,Mark Speno,Michael Jason Allen,Anne Gentry"
309,The Case of the Dead Deadman,2020.0,95,"
Comedy, Crime            ",4.6,"
Lieutenant Commander Izidor Vlk and Lieutenant Commander Herkules Drátek are applying for the position of Criminal Service Commander. When Vlk fails due to his stupidity, his assistant is ...                ",Milos Smídmajer,"David Novotný,Hana Vagnerová,Martin Pechlát,Lukás Príkazký"
310,Chasing the Dragon: The One Billion Dollar Inspector,2020.0,95,"
Action, Biography, Crime            ",,"
In 1960s Hong Kong, rookie cop Xu Le cracks a robbery but gets demoted instead, as this offends a corrupt inspector. Xu meets a rich girl Bai who falls instantly in love with him one day. ...                ",Woody Hui Yan,"Kent Cheng,Jaslena Cho,Lawrence Chou,Stuart Forbes"
311,La Restauración,2020.0,94,"
Comedy            ",7.0,"
A man who needs money begins scheming to sell his bedridden mother's home out from under her, relocating her to a replica of her bedroom in the hopes that she won't notice the difference.",Alonso Llosa,"Paul Vega,Attilia Boschetti,Delfina Paredes,Pietro Sibille"
312,Fetus,2020.0,85,"
Horror            ",5.1,"
Randy and Dinar are married couple, and Dinar is pregnant. Their happiness disappears when a middle-aged mother becomes their new neighbor.",Ook Budiyono,"Jill Gladys,Reuben Elishama,Meriam Bellina,Arnold Leonard"
